Last Report Year,5 Digit NTDID,4 Digit NTDID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2016 Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,,,,
2016,90164,9164,Ventura Intercity Service Transit Authority(VISTA),Active,Full Reporter,Ventura,CA,2010,"Oxnard, CA",103,84,"367,260",Existing 2016,$0,$0,$0,$0,$0,"$1,530,075","$1,529,000","$1,341,591","$1,741,590","$2,362,763","$2,830,777","$3,493,122","$3,689,165","$4,822,333","$5,312,792","$5,634,024","$6,121,781","$6,322,515","$6,951,701","$7,536,622","$7,585,363","$7,904,646","$8,794,307","$9,117,919","$20,739,084","$11,466,806",,,,
2016,90165,9165,Thousand Oaks Transit(TOT),Active,Reduced Reporter,Thousand Oaks,CA,2010,"Thousand Oaks, CA",168,86,"214,811",Existing 2016,$0,$0,$0,$0,$0,"$2,020,089","$933,740","$882,162","$930,497","$1,441,736","$1,639,740","$1,760,373","$1,920,698","$2,499,839","$1,957,931","$1,855,280","$2,159,851","$2,299,937","$2,466,042","$3,565,320","$3,248,727","$3,674,589","$3,332,622","$5,142,088","$7,621,795","$6,473,094",,,,
2015,90166,9166,LACMTA - Small Operators(LACMTA),Inactive,Full Reporter,Los Angeles,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Pre 2016,$0,$0,$0,$0,$0,$0,$0,"$234,156","$9,507,643","$14,691,578","$24,343,479","$30,902,474","$31,583,897","$40,615,713","$47,065,783","$45,989,825","$49,992,430","$57,223,313","$59,320,749","$65,400,689","$63,754,876","$62,906,326","$79,362,231","$70,607,157","$63,965,790",,,,,
2016,90167,9167,Davis Community Transit(DCT),Active,Reduced Reporter,Davis,CA,2010,"Davis, CA",382,14,"72,794",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$555,667","$487,882","$508,549","$528,480","$558,508","$710,835",,,,
2016,90168,9168,Roseville Transit,Active,Reduced Reporter,Roseville,CA,2010,"Sacramento, CA",28,471,"1,723,634",Existing 2016,$0,$0,$0,$0,$0,$0,"$1,476,331","$1,737,961","$1,806,272","$1,786,553","$5,363,782","$3,310,871","$4,023,403","$4,431,276","$3,354,382","$3,297,940","$5,346,529","$4,895,888","$10,965,821","$5,514,915","$4,989,481","$5,653,273","$7,350,531","$8,438,026","$7,574,303","$5,358,794",,,,
2016,90169,9169,"vRide, Inc. - Valley Metro",Active,Full Reporter,Phoenix,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114",Existing 2016,$0,$0,$0,$0,$0,"$614,950","$1,304,880","$944,740","$1,036,028","$1,093,569","$1,225,308","$1,346,421","$1,513,958","$1,503,489","$1,749,127","$2,149,253","$8,402,570","$9,299,290","$8,393,318","$7,704,405","$9,079,196","$8,251,291","$4,270,788","$3,094,639","$2,427,473","$2,646,463",,,,
2006,90170,9170,ATC / Vancom,Inactive,Full Reporter,Oakland,CA,2000,"San Francisco-Oakland, CA",12,527,"3,228,605",Pre 2016,$0,$0,$0,$0,$0,$0,"$8,148,942","$13,179,822","$14,322,427","$16,009,064","$19,943,344","$23,392,935","$23,579,411","$24,572,230","$24,486,875","$24,351,021",,,,,,,,,,,,,,
2016,90171,9171,Santa Clarita Transit(SCT),Active,Full Reporter,Santa Clarita,CA,2010,"Santa Clarita, CA",146,77,"258,653",Existing 2016,$0,$0,$0,$0,$0,$0,$0,"$11,654,408","$13,233,754","$16,437,363","$22,957,138","$24,022,620","$15,903,001","$25,534,086","$31,628,733","$21,174,805","$17,522,916","$22,958,290","$25,490,407","$20,666,492","$36,078,919","$26,763,446","$28,834,333","$33,944,248","$24,162,315","$26,349,893",,,,
2013,90172,9172,City of Tempe Transit Division - dba Valley Metro(TIM - Tempe in Motion),Inactive,Full Reporter,Tempe,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,"$29,103,689","$21,506,048","$20,199,091","$28,607,289","$32,861,916","$52,593,418","$67,124,105","$44,425,411","$77,201,077","$53,616,502","$47,534,449","$42,783,848","$36,834,016","$68,469,069","$37,665,694",,,,,,,
2016,90173,9173,Transit Joint Powers Authority for Merced County(The Bus),Active,Full Reporter,Merced,CA,2010,"Merced, CA",235,48,"136,969",Existing 2016,$0,$0,$0,$0,$0,$0,"$3,905,158","$2,706,060","$3,884,706","$3,642,330","$5,091,153","$6,996,956","$5,056,393","$5,675,908","$5,483,022","$11,833,801","$8,645,144","$11,044,021","$11,628,202","$10,945,340","$10,742,222","$10,709,223","$11,556,404","$12,654,028","$11,789,703","$15,701,620",,,,
2011,90174,9174,City of Benicia(Benicia Breeze),Inactive,Full Reporter,Benicia,CA,2010,"Vallejo, CA",203,42,"165,074",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,520,222","$1,718,598","$1,872,254",$0,$0,$0,,,,,,,,,
2016,90175,9175,City of Lodi - Transit Division(Grapeline),Active,Full Reporter,Lodi,CA,2010,"Lodi, CA",403,16,"68,738",Existing 2016,$0,$0,$0,$0,$0,$0,"$1,365,157","$1,369,806","$4,665,455","$1,837,110","$5,236,248","$2,272,588","$2,765,034","$2,941,886","$2,917,699","$3,162,610","$3,927,033","$3,898,790","$5,927,411","$3,383,680","$3,068,764","$3,589,727","$6,404,659","$3,367,588","$6,497,322","$3,645,730",,,,
2011,90176,9176,"Honolulu - VPSI, Inc.",Inactive,Full Reporter,Honolulu,HI,2010,"Urban Honolulu, HI",54,170,"802,459",Pre 2016,$0,$0,$0,$0,$0,$0,$0,"$1,374,847","$1,269,452","$1,575,493","$2,066,233","$1,752,664","$1,615,546","$1,845,666","$1,817,863","$2,186,910","$2,435,774","$3,063,977","$2,432,613","$2,940,855","$1,671,149",,,,,,,,,
2004,90177,9177,Town of Guadalupe,Inactive,Full Reporter,Guadalupe,AZ,2000,"Phoenix-Mesa, AZ",13,799,"2,907,049",Pre 2016,$0,$0,$0,$0,$0,$0,$0,"$17,096","$19,124","$18,321",$0,$0,$0,$0,,,,,,,,,,,,,,,,
2001,90178,9178,Laidlaw Transit Services,Inactive,Full Reporter,El Monte,CA,1990,"Los Angeles, CA",2,"1,966","11,402,946",Pre 2016,$0,$0,$0,$0,$0,$0,$0,"$15,025,799","$15,147,039","$16,091,214","$17,043,606",,,,,,,,,,,,,,,,,,,
2001,90179,9179,Ryder/ATE,Inactive,Full Reporter,West Covina,CA,1990,"Los Angeles, CA",2,"1,966","11,402,946",Pre 2016,$0,$0,$0,$0,$0,$0,$0,"$10,688,332","$11,219,286","$12,830,472","$11,897,696",,,,,,,,,,,,,,,,,,,
2007,90180,9180,Coconino County Transportation Services(Mountain Line/Lift),Inactive,Full Reporter,Flagstaff,AZ,2000,"Flagstaff, AZ",403,32,"57,050",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,346,201","$2,505,018","$3,216,855","$2,956,361","$8,180,781","$4,438,894",,,,,,,,,,,,,
2016,90182,9182,Altamont Corridor Express(ACE),Active,Full Reporter,Stockton,CA,2010,"Stockton, CA",102,93,"370,583",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,"$4,410,695","$20,401,899","$27,306,580","$24,138,156","$18,063,026","$12,235,019","$15,802,012","$19,742,363","$24,872,973","$21,808,526","$45,469,538","$22,750,455","$15,640,571","$50,004,055","$65,327,735","$35,612,989","$37,639,892","$33,102,870",,,,
2006,90185,9185,MTS Contract Services(MCS),Inactive,Full Reporter,San Diego,CA,2000,"San Diego, CA",15,782,"2,674,436",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,"$15,772,848","$17,320,735","$22,404,877","$23,489,746","$27,778,647","$49,885,200","$51,491,152","$53,838,691",,,,,,,,,,,,,,
2007,90186,9186,San Francisco Paratransit(ATC),Inactive,Full Reporter,San Francisco,CA,2000,"San Francisco-Oakland, CA",12,527,"3,228,605",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$16,623,610","$18,198,683","$18,883,823","$18,451,078","$18,630,933","$19,152,358","$18,700,137",,,,,,,,,,,,,
2000,90187,9187,"San Gabriel Transit, Inc.(SGT)",Inactive,Full Reporter,Rosemead,CA,1990,"Los Angeles, CA",2,"1,966","11,402,946",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$11,333,879",,,,,,,,,,,,,,,,,,,,
2003,90188,9188,County of San Diego Transit System(CTS),Inactive,Full Reporter,San Diego,CA,2000,"San Diego, CA",15,782,"2,674,436",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$14,439,695","$19,884,114","$18,325,818",,,,,,,,,,,,,,,,,
2006,90189,9189,National City Transit(NCT),Inactive,Full Reporter,National City,CA,2000,"San Diego, CA",15,782,"2,674,436",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,524,424","$2,143,567","$2,454,157","$2,679,365","$2,710,494","$3,100,883",,,,,,,,,,,,,,
2001,90190,9190,"Laidlaw Transit Services, Inc.",Inactive,Full Reporter,San Jose,CA,1990,"San Jose, CA",23,338,"1,435,019",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$11,951,264",,,,,,,,,,,,,,,,,,,
2016,90191,9191,Town of Oro Valley - Transit Services Division(SunShutDNR),Active,Reduced Reporter,Oro Valley,AZ,2010,"Tucson, AZ",52,353,"843,168",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$523,762","$749,424","$1,138,537","$1,723,842","$1,645,628","$1,585,706",,,,
2012,90192,9192,Yuma Metropolitan Planning Organization(Yuma County Area Transit),Inactive,Full Reporter,Yuma,AZ,2010,"Yuma, AZ-CA",238,59,"135,267",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,008,219","$1,021,031","$2,045,692","$2,591,563","$2,941,675","$2,943,168","$3,159,635","$6,742,844","$3,214,915","$2,681,471",,,,,,,,
2015,90193,9193,Chula Vista Transit(CVT),Inactive,Full Reporter,Chula Vista,CA,2010,"San Diego, CA",15,732,"2,956,746",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$5,924,415","$6,301,454","$6,596,662","$6,693,712","$6,160,768","$7,037,391","$7,062,592","$6,612,541","$6,138,902","$6,199,604","$6,138,968","$6,418,652","$3,928,720",,,,,
2016,90194,9194,City of Atascadero,Active,Reduced Reporter,Atascadero,CA,2010,"El Paso de Robles (Paso Robles)-Atascadero, CA",423,31,"65,088",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$606,472","$530,448","$547,296","$1,442,321","$415,931","$368,098",,,,
2014,90195,9195,Paso Robles Transit Services(PE),Inactive,Reduced Reporter,Paso Robles,CA,2010,"El Paso de Robles (Paso Robles)-Atascadero, CA",423,31,"65,088",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,160,278","$1,027,626","$1,888,917","$1,046,130",,,,,,
2016,90196,9196,Placer County Department of Public Works(PCDPW),Active,Full Reporter,Auburn,CA,2010,"Sacramento, CA",28,471,"1,723,634",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$7,801,958","$6,059,013","$6,568,315","$7,853,301","$9,279,229","$11,622,905","$12,643,304","$11,686,109","$9,619,843","$9,134,376","$9,040,522","$16,069,609",,,,
2016,90197,9197,City of Tracy(TRACER),Active,Reduced Reporter,Tracy,CA,2010,"Tracy, CA",334,22,"87,569",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,313,136","$3,234,511","$1,835,984","$2,128,891","$2,296,021",,,,
2016,90198,9198,City of Porterville(COLT),Active,Reduced Reporter,Porterville,CA,2010,"Porterville, CA",394,21,"70,272",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,621,265","$1,910,574","$1,514,336","$3,723,768","$2,860,075","$2,227,120","$3,215,133","$1,876,052","$3,261,530","$4,321,027","$3,588,947","$5,509,208",,,,
2016,90199,9199,City of Madera(MAX/DAR),Active,Reduced Reporter,Madera,CA,2010,"Madera, CA",362,22,"78,413",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,140,148","$2,463,510","$2,246,009","$1,506,415","$1,748,586",,,,
2016,90200,9200,Kings County Area Public Transit Agency(KART),Active,Full Reporter,Hanford,CA,2010,"Hanford, CA",333,28,"87,941",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,582,515","$7,495,900","$11,586,353","$7,898,790","$6,681,861","$17,379,858","$6,176,374","$3,854,999","$6,024,613","$4,830,228","$7,611,998",,,,
2016,90201,9201,City of Turlock(BLAST and DART),Active,Full Reporter,Turlock,CA,2010,"Turlock, CA",300,26,"99,904",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,507,891","$1,562,994","$2,104,250","$2,051,268","$1,573,724","$4,012,863","$2,690,182","$2,815,747","$1,511,420","$1,483,644","$2,729,880",,,,
2016,90205,9205,City of Elk Grove(etran),Active,Full Reporter,Elk Grove,CA,2010,"Sacramento, CA",28,471,"1,723,634",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$5,903,818","$8,156,535","$11,052,790","$10,752,455","$8,791,614","$6,612,435","$9,434,804","$9,197,831","$9,926,089","$9,802,928","$13,945,973",,,,
2016,90206,9206,San Luis Obispo Regional Transit Authority(SLORTA),Active,Full Reporter,San Luis Obispo,CA,2010,"San Luis Obispo, CA",447,20,"59,219",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,708,517","$6,281,628","$5,744,715","$7,531,068","$8,153,585","$8,626,991","$9,828,258","$15,546,746","$14,847,875","$10,836,385",,,,
2016,90208,9208,Butte County Association of Governments(BCAG),Active,Full Reporter,Chico,CA,2010,"Chico, CA",306,34,"98,176",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$6,092,286","$7,110,503","$10,309,209","$7,966,011","$8,130,811","$10,693,454","$8,038,791","$8,519,133","$10,304,859","$12,281,593","$10,397,597",,,,
2016,90209,9209,"Valley Metro Rail, Inc.(VMR)",Active,Full Reporter,Phoenix,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$186,041,414","$65,150,926","$41,472,013","$41,618,298","$102,039,625","$118,695,181","$162,203,377","$101,386,114",,,,
2016,90211,9211,Anaheim Transportation Network(ATN),Active,Full Reporter,Anaheim,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$7,377,349","$7,323,546","$6,944,749","$7,760,056","$12,561,984","$12,528,336","$17,713,830","$14,369,010","$14,616,776","$14,384,476",,,,
2010,90212,9212,Imperial Valley Transit(IVT),Inactive,Full Reporter,El Centro,CA,2000,"El Centro, CA",428,17,"52,954",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,750,416","$4,126,435","$4,244,942","$4,507,547",,,,,,,,,,
2016,90213,9213,City of Petaluma(Petaluma Transit),Active,Full Reporter,Petaluma,CA,2010,"Petaluma, CA",428,21,"64,078",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,057,100","$2,189,414","$1,996,039","$2,045,383","$3,690,634","$2,209,024","$2,213,424","$3,934,375","$2,726,308","$2,940,514",,,,
2016,90214,9214,City of Redondo Beach - Beach Cities Transit(BCT),Active,Full Reporter,Redondo Beach,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,451,417","$2,018,272","$2,730,139","$2,523,023","$4,453,003","$5,153,167","$3,253,872","$4,720,475","$3,353,214",,,,
2016,90215,9215,Carson Area Metropolitan Planning Organization(CAMPO),Active,Reduced Reporter,Carson City,NV,2010,"Carson City, NV",454,23,"58,079",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,167,278","$1,340,334","$1,424,695","$1,572,980","$2,978,560","$1,639,379",,,,
2016,90217,9217,City of Manteca,Active,Reduced Reporter,Manteca,CA,2010,"Manteca, CA",345,22,"83,578",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,906,748","$8,159,330","$1,554,072","$1,007,075","$906,180",,,,
2016,90218,9218,Riverside County Transportation Commission(RCTC 5307 Recipient),Active,Building Reporter,Riverside,CA,2010,"Riverside-San Bernardino, CA",22,545,"1,932,666",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$8,189,143","$26,714,485","$20,245,611","$12,906,827","$14,552,519","$7,177,603","$36,912,442","$76,974,395","$65,782,033",,,,
2016,90219,9219,Northern Arizona Intergovernmental Public Transportation Authority(NAIPTA),Active,Full Reporter,Flagstaff,AZ,2010,"Flagstaff, AZ",384,35,"71,957",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$7,920,216","$11,347,425","$6,492,953","$7,314,565","$14,430,248","$10,569,734","$11,255,580","$14,246,217","$9,491,376",,,,
2016,90220,9220,City of Folsom(FSL),Active,Reduced Reporter,Folsom,CA,2010,"Sacramento, CA",28,471,"1,723,634",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,621,095","$1,771,387","$1,845,873","$1,835,952","$3,628,361","$3,163,625",,,,
2016,90222,9222,Pima Association of Governments(PAG),Active,Full Reporter,Tucson,AZ,2010,"Tucson, AZ",52,353,"843,168",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$85,995","$149,193","$225,045","$341,521","$352,308","$696,440","$673,022",,,,
2016,90223,9223,"Paratransit, Inc.",Active,Full Reporter,Sacramento,CA,2010,"Sacramento, CA",28,471,"1,723,634",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$15,142,288","$16,800,334","$17,238,724","$18,074,144","$19,631,986","$22,089,899",,,,
2013,90224,9224,"Paratransit, Inc. CTSA",Inactive,Full Reporter,Sacramento,CA,2010,"Sacramento, CA",28,471,"1,723,634",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,845,563","$3,078,822",,,,,,,
2016,90225,9225,San Francisco Bay Area Water Emergency Transportation Authority(WETA),Active,Full Reporter,San Francisco,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$7,964,788","$19,421,180","$33,027,036","$35,861,729","$53,882,789","$67,501,675",,,,
2016,90226,9226,Imperial County Transportation Commission(ICTC),Active,Full Reporter,El Centro,CA,2010,"El Centro-Calexico, CA",289,30,"107,672",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$4,845,222","$4,524,132","$4,730,561","$5,758,790","$6,204,703","$9,623,775",,,,
2016,90227,9227,City of Moorpark(MCT),Active,Reduced Reporter,Moorpark,CA,2010,"Thousand Oaks, CA",168,86,"214,811",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,998,955","$646,502","$684,822","$1,023,207",,"$1,918,411",,,,
2015,90228,9228,"vRide, Inc. - Tucson",Inactive,Full Reporter,Tucson,AZ,2010,"Tucson, AZ",52,353,"843,168",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$769,062","$519,691","$535,961",,,,,
2016,90229,9229,El Dorado County Transit Authority(EDCTA),Active,Full Reporter,Diamond Springs,CA,2010,"Sacramento, CA",28,471,"1,723,634",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,894,403","$6,082,000","$6,930,680","$7,594,983","$7,113,161",,,,
2016,90230,9230,California Vanpool Authority(CalVans),Active,Full Reporter,Hanford,CA,2010,"Hanford, CA",333,28,"87,941",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$6,089,919","$9,064,641","$8,344,099","$8,252,611","$9,446,626",,,,
2016,90231,9231,City of Irvine(COI),Active,Reduced Reporter,Irvine,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,920,140","$2,408,223","$2,554,675","$2,648,338","$2,573,418",,,,
2016,90232,9232,Solano County Transit(SolTrans),Active,Full Reporter,Vallejo,CA,2010,"Vallejo, CA",203,42,"165,074",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$12,239,388","$11,775,251","$14,081,805","$23,951,255","$21,596,782",,,,
2016,90233,9233,Yuma County Intergovernmental Public Transportation Authority(YCAT),Active,Full Reporter,Yuma,AZ,2010,"Yuma, AZ-CA",238,59,"135,267",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,163,618","$4,022,439","$4,204,739","$5,169,740",,,,
2016,90234,9234,Marin County Transit District,Active,Full Reporter,San Rafael,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212",Existing 2016,,,,,,,,,,,,,,,,,,,,,,,,"$27,293,029","$26,536,820","$34,634,968",,,,
2016,90235,9235,City of Lincoln(COL),Active,Separate Service,Lincoln,CA,2010,"Sacramento, CA",28,471,"1,723,634",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,023,330","$1,043,421","$1,081,969","$997,167","$832,266",,,,
2016,90236,9236,Stanislaus County Public Works - Transit(StaRT),Active,Reduced Reporter,Modesto,CA,2010,"Modesto, CA",105,92,"358,172",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,671,783","$3,979,884","$7,554,781","$4,937,451","$10,706,530",,,,
2016,90238,9238,City of Delano(DART),Active,Reduced Reporter,Delano,CA,2010,"Delano, CA",471,10,"54,372",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,923,589","$958,441","$2,153,156","$1,781,212","$2,388,415",,,,
2016,90239,9239,City of Sierra Vista,Active,Reduced Reporter,Sierra Vista,AZ,2010,"Sierra Vista, AZ",480,30,"52,745",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,125,763","$1,463,888","$1,180,106","$1,332,986","$1,114,626",,,,
